INFO 2025-06-05 20:06:01,384 autoreload Watching for file changes with StatReloader
    resolved_url = resolver._reverse_with_prefix(view, prefix, *args, **kwargs)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\urls\resolvers.py", line 831, in _reverse_with_prefix
    raise NoReverseMatch(msg)
django.urls.exceptions.NoReverseMatch: Reverse for 'profile_reset_password' not found. 'profile_reset_password' is not a valid view function or pattern name.
ERROR 2025-06-05 20:07:23,085 basehttp "GET /profile/tab/info/ HTTP/1.1" 500 134332
DEBUG 2025-06-05 20:07:24,777 utils (0.016) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:24.677612+00:00'::timestamptz AND "django_session"."session_key" = 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 24, 677612, tzinfo=datetime.timezone.utc), 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3'); alias=default
DEBUG 2025-06-05 20:07:24,780 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:24,784 utils (0.000) SELECT 1 AS "a" FROM "clinic_vet" WHERE "clinic_vet"."user_id" = 28 LIMIT 1; args=(1, 28); alias=default
INFO 2025-06-05 20:07:24,787 basehttp "GET /profile/ HTTP/1.1" 200 13192
DEBUG 2025-06-05 20:07:24,911 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:24.839764+00:00'::timestamptz AND "django_session"."session_key" = 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 24, 839764, tzinfo=datetime.timezone.utc), 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3'); alias=default
DEBUG 2025-06-05 20:07:24,911 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:24,919 utils (0.000) SELECT 1 AS "a" FROM "clinic_vet" WHERE "clinic_vet"."user_id" = 28 LIMIT 1; args=(1, 28); alias=default
ERROR 2025-06-05 20:07:25,181 log Internal Server Error: /profile/tab/info/
Traceback (most recent call last):
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\decorators.py", line 59, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\decorators\http.py", line 64, in inner
    return func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\clinic\views.py", line 381, in profile_info_tab
    return render(request, 'clinic/profile_tab_info.html', {})
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\loader.py", line 62, in render_to_string
    return template.render(context, request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\backends\django.py", line 107, in render
    return self.template.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 171, in render
    return self._render(context)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 1016, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 1016, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 977, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\defaulttags.py", line 480, in render
    url = reverse(view_name, args=args, kwargs=kwargs, current_app=current_app)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\urls\base.py", line 98, in reverse
    resolved_url = resolver._reverse_with_prefix(view, prefix, *args, **kwargs)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\urls\resolvers.py", line 831, in _reverse_with_prefix
    raise NoReverseMatch(msg)
django.urls.exceptions.NoReverseMatch: Reverse for 'profile_reset_password' not found. 'profile_reset_password' is not a valid view function or pattern name.
ERROR 2025-06-05 20:07:25,181 log Internal Server Error: /profile/tab/info/
Traceback (most recent call last):
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\decorators.py", line 59, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\decorators\http.py", line 64, in inner
    return func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\clinic\views.py", line 381, in profile_info_tab
    return render(request, 'clinic/profile_tab_info.html', {})
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\loader.py", line 62, in render_to_string
    return template.render(context, request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\backends\django.py", line 107, in render
    return self.template.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 171, in render
    return self._render(context)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 1016, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 1016, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\base.py", line 977, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\defaulttags.py", line 480, in render
    url = reverse(view_name, args=args, kwargs=kwargs, current_app=current_app)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\urls\base.py", line 98, in reverse
    resolved_url = resolver._reverse_with_prefix(view, prefix, *args, **kwargs)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\urls\resolvers.py", line 831, in _reverse_with_prefix
    raise NoReverseMatch(msg)
django.urls.exceptions.NoReverseMatch: Reverse for 'profile_reset_password' not found. 'profile_reset_password' is not a valid view function or pattern name.
ERROR 2025-06-05 20:07:25,191 basehttp "GET /profile/tab/info/ HTTP/1.1" 500 134332
DEBUG 2025-06-05 20:07:25,306 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:25.222442+00:00'::timestamptz AND "django_session"."session_key" = 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 25, 222442, tzinfo=datetime.timezone.utc), 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3'); alias=default
DEBUG 2025-06-05 20:07:25,309 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:25,317 utils (0.000) SELECT 1 AS "a" FROM "clinic_vet" WHERE "clinic_vet"."user_id" = 28 LIMIT 1; args=(1, 28); alias=default
DEBUG 2025-06-05 20:07:25,317 utils (0.000) DECLARE "_django_curs_25396_sync_1" NO SCROLL CURSOR WITH HOLD FOR SELECT "clinic_pet"."id", "clinic_pet"."owner_id", "clinic_pet"."name", "clinic_pet"."species", "clinic_pet"."gender", "clinic_pet"."breed", "clinic_pet"."age", "clinic_pet"."owner_name", "clinic_pet"."contact_phone", "clinic_pet"."vet_id" FROM "clinic_pet" WHERE "clinic_pet"."owner_id" = 28; args=(28,); alias=default
DEBUG 2025-06-05 20:07:25,333 utils (0.000) DECLARE "_django_curs_25396_sync_2" NO SCROLL CURSOR WITH HOLD FOR SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet" WHERE "clinic_vet"."available"; args=(); alias=default
INFO 2025-06-05 20:07:25,350 basehttp "GET /booking/ HTTP/1.1" 200 20297
DEBUG 2025-06-05 20:07:26,361 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:26.260567+00:00'::timestamptz AND "django_session"."session_key" = 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 26, 260567, tzinfo=datetime.timezone.utc), 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3'); alias=default
DEBUG 2025-06-05 20:07:26,368 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:26,375 utils (0.000) SELECT 1 AS "a" FROM "clinic_vet" WHERE "clinic_vet"."user_id" = 28 LIMIT 1; args=(1, 28); alias=default
INFO 2025-06-05 20:07:26,377 basehttp "GET /logout/ HTTP/1.1" 200 9123
DEBUG 2025-06-05 20:07:27,249 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:27.147681+00:00'::timestamptz AND "django_session"."session_key" = 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 27, 147681, tzinfo=datetime.timezone.utc), 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3'); alias=default
DEBUG 2025-06-05 20:07:27,258 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:27,262 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE "django_session"."session_key" = 'u9bizimdt4ucs5do2x0qq2jm7ebv7rl3' LIMIT 21; args=('u9bizimdt4ucs5do2x0qq2jm7ebv7rl3',); alias=default
DEBUG 2025-06-05 20:07:27,268 utils (0.000) DELETE FROM "django_session" WHERE "django_session"."session_key" IN ('u9bizimdt4ucs5do2x0qq2jm7ebv7rl3'); args=('u9bizimdt4ucs5do2x0qq2jm7ebv7rl3',); alias=default
INFO 2025-06-05 20:07:27,274 basehttp "POST /logout/ HTTP/1.1" 302 0
DEBUG 2025-06-05 20:07:27,378 utils (0.000) SELECT "clinic_blogpost"."id", "clinic_blogpost"."title", "clinic_blogpost"."content", "clinic_blogpost"."image", "clinic_blogpost"."author_id", "clinic_blogpost"."created_at", "clinic_blogpost"."updated_at" FROM "clinic_blogpost" ORDER BY "clinic_blogpost"."created_at" DESC LIMIT 3; args=(); alias=default
DEBUG 2025-06-05 20:07:27,384 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet" WHERE "clinic_vet"."id" = 8 LIMIT 21; args=(8,); alias=default
DEBUG 2025-06-05 20:07:27,387 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet" WHERE "clinic_vet"."id" = 10 LIMIT 21; args=(10,); alias=default
DEBUG 2025-06-05 20:07:27,391 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet" WHERE "clinic_vet"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2025-06-05 20:07:27,391 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet"; args=(); alias=default
INFO 2025-06-05 20:07:27,400 basehttp "GET / HTTP/1.1" 200 60839
INFO 2025-06-05 20:07:28,182 basehttp "GET /login/ HTTP/1.1" 200 13754
DEBUG 2025-06-05 20:07:38,986 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."username" = 'sabii' LIMIT 21; args=('sabii',); alias=default
DEBUG 2025-06-05 20:07:40,336 utils (0.016) SELECT 1 AS "a" FROM "django_session" WHERE "django_session"."session_key" = 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c' LIMIT 1; args=(1, 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c'); alias=default
DEBUG 2025-06-05 20:07:40,339 utils (0.000) BEGIN; args=None; alias=default
DEBUG 2025-06-05 20:07:40,343 utils (0.000) INSERT INTO "django_session" ("session_key", "session_data", "expire_date") VALUES ('zbh4j21q1pv35vwk8dd5zyeggh3ujk9c', 'e30:1uNCBw:-la_hxQGJB_uqdNc-SFXGUGbZJgQCfa9wTRapIkMqqw', '2025-06-19T15:07:40.339135+00:00'::timestamptz); args=('zbh4j21q1pv35vwk8dd5zyeggh3ujk9c', 'e30:1uNCBw:-la_hxQGJB_uqdNc-SFXGUGbZJgQCfa9wTRapIkMqqw', datetime.datetime(2025, 6, 19, 15, 7, 40, 339135, tzinfo=datetime.timezone.utc)); alias=default
DEBUG 2025-06-05 20:07:40,348 utils (0.000) COMMIT; args=None; alias=default
DEBUG 2025-06-05 20:07:40,353 utils (0.016) UPDATE "auth_user" SET "last_login" = '2025-06-05T15:07:40.348871+00:00'::timestamptz WHERE "auth_user"."id" = 28; args=(datetime.datetime(2025, 6, 5, 15, 7, 40, 348871, tzinfo=datetime.timezone.utc), 28); alias=default
DEBUG 2025-06-05 20:07:40,353 utils (0.000) SELECT "clinic_userprofile"."id", "clinic_userprofile"."user_id" FROM "clinic_userprofile" WHERE "clinic_userprofile"."user_id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:40,358 utils (0.000) UPDATE "clinic_userprofile" SET "user_id" = 28 WHERE "clinic_userprofile"."id" = 1; args=(28, 1); alias=default
DEBUG 2025-06-05 20:07:40,361 utils (0.000) BEGIN; args=None; alias=default
DEBUG 2025-06-05 20:07:40,361 utils (0.000) UPDATE "django_session" SET "session_data" = '.eJxVjDsOwjAQBe_iGlnejb-U9DmDtRsvOIASKU4qxN0hUgpo38y8l8q0rTVvTZY8FnVWGNXpd2QaHjLtpNxpus16mKd1GVnvij5o0_1c5Hk53L-DSq1-axM8IKJENkQJAbyzaJxlByCpA2O6gMmCBY_XkATYuuIHTyQYmY16fwC4ODZj:1uNCBw:uDH5dm9-XHZdPcKTpVk-AXZY73VXhzDQtaDHqycjHSc', "expire_date" = '2025-06-19T15:07:40.361743+00:00'::timestamptz WHERE "django_session"."session_key" = 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c'; args=('.eJxVjDsOwjAQBe_iGlnejb-U9DmDtRsvOIASKU4qxN0hUgpo38y8l8q0rTVvTZY8FnVWGNXpd2QaHjLtpNxpus16mKd1GVnvij5o0_1c5Hk53L-DSq1-axM8IKJENkQJAbyzaJxlByCpA2O6gMmCBY_XkATYuuIHTyQYmY16fwC4ODZj:1uNCBw:uDH5dm9-XHZdPcKTpVk-AXZY73VXhzDQtaDHqycjHSc', datetime.datetime(2025, 6, 19, 15, 7, 40, 361743, tzinfo=datetime.timezone.utc), 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c'); alias=default
DEBUG 2025-06-05 20:07:40,368 utils (0.000) COMMIT; args=None; alias=default
INFO 2025-06-05 20:07:40,370 basehttp "POST /login/ HTTP/1.1" 302 0
DEBUG 2025-06-05 20:07:40,453 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:40.378297+00:00'::timestamptz AND "django_session"."session_key" = 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 40, 378297, tzinfo=datetime.timezone.utc), 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c'); alias=default
DEBUG 2025-06-05 20:07:40,458 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:40,458 utils (0.000) SELECT 1 AS "a" FROM "clinic_vet" WHERE "clinic_vet"."user_id" = 28 LIMIT 1; args=(1, 28); alias=default
DEBUG 2025-06-05 20:07:40,462 utils (0.000) SELECT "clinic_blogpost"."id", "clinic_blogpost"."title", "clinic_blogpost"."content", "clinic_blogpost"."image", "clinic_blogpost"."author_id", "clinic_blogpost"."created_at", "clinic_blogpost"."updated_at" FROM "clinic_blogpost" ORDER BY "clinic_blogpost"."created_at" DESC LIMIT 3; args=(); alias=default
DEBUG 2025-06-05 20:07:40,468 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet" WHERE "clinic_vet"."id" = 8 LIMIT 21; args=(8,); alias=default
DEBUG 2025-06-05 20:07:40,470 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet" WHERE "clinic_vet"."id" = 10 LIMIT 21; args=(10,); alias=default
DEBUG 2025-06-05 20:07:40,470 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet" WHERE "clinic_vet"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2025-06-05 20:07:40,470 utils (0.000) SELECT "clinic_vet"."id", "clinic_vet"."user_id", "clinic_vet"."first_name", "clinic_vet"."last_name", "clinic_vet"."otchestvo", "clinic_vet"."specialty", "clinic_vet"."phone_number", "clinic_vet"."available", "clinic_vet"."email", "clinic_vet"."photo" FROM "clinic_vet"; args=(); alias=default
INFO 2025-06-05 20:07:40,478 basehttp "GET / HTTP/1.1" 200 60976
DEBUG 2025-06-05 20:07:42,192 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:42.092685+00:00'::timestamptz AND "django_session"."session_key" = 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 42, 92685, tzinfo=datetime.timezone.utc), 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c'); alias=default
DEBUG 2025-06-05 20:07:42,198 utils (0.015) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:42,202 utils (0.000) SELECT 1 AS "a" FROM "clinic_vet" WHERE "clinic_vet"."user_id" = 28 LIMIT 1; args=(1, 28); alias=default
INFO 2025-06-05 20:07:42,202 basehttp "GET /profile/ HTTP/1.1" 200 13192
DEBUG 2025-06-05 20:07:42,384 utils (0.016) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-06-05T15:07:42.301632+00:00'::timestamptz AND "django_session"."session_key" = 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c') LIMIT 21; args=(datetime.datetime(2025, 6, 5, 15, 7, 42, 301632, tzinfo=datetime.timezone.utc), 'zbh4j21q1pv35vwk8dd5zyeggh3ujk9c'); alias=default
DEBUG 2025-06-05 20:07:42,388 utils (0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 28 LIMIT 21; args=(28,); alias=default
DEBUG 2025-06-05 20:07:42,393 utils (0.000) SELECT 1 AS "a" FROM "clinic_vet" WHERE "clinic_vet"."user_id" = 28 LIMIT 1; args=(1, 28); alias=default
ERROR 2025-06-05 20:07:42,741 log Internal Server Error: /profile/tab/info/
Traceback (most recent call last):
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
